iter	Logloss
313	0.2637334821
314	0.2636857197
315	0.2636786049
316	0.263655301
317	0.2635489181
318	0.2632304265
319	0.2631791871
320	0.2631691222
321	0.263154617
322	0.2630840228
323	0.2630062177
324	0.2629747045
325	0.2629461351
326	0.2629125897
327	0.2628951949
328	0.2628320328
329	0.2628148877
330	0.2627697413
331	0.2624444629
332	0.2624222707
333	0.2624009813
334	0.2623094356
335	0.262275585
336	0.2622083743
337	0.2621217805
338	0.2621138062
339	0.2620658177
340	0.2619782177
341	0.2618767986
342	0.2617915683
343	0.2617661569
344	0.2617597729
345	0.2617226248
346	0.2616972183
347	0.261676587
348	0.2616437416
349	0.2616217548
350	0.2615584605
351	0.261479181
352	0.2614502516
353	0.2614240578
354	0.2613927584
355	0.261347549
356	0.2613047855
357	0.2612469311
358	0.2612155765
359	0.2611960146
360	0.2611471111
361	0.2611332591
362	0.261054676
363	0.2610124206
364	0.2609644615
365	0.2609342775
366	0.2607788066
367	0.2607247292
368	0.260632487
369	0.2606032804
370	0.2605839797
371	0.2605172817
372	0.2604620606
373	0.2604485911
374	0.260416304
375	0.2603622943
376	0.2603389087
377	0.2603360014
378	0.2602825484
379	0.2602091182
380	0.2601732996
381	0.2601391466
382	0.259974958
383	0.2599102982
384	0.2598529456
385	0.2597860749
386	0.2597057829
387	0.2596429163
388	0.2595571815
389	0.2595278019
390	0.2594888286
391	0.2594760407
392	0.2594625968
393	0.2593898559
394	0.2593426521
395	0.259144369
396	0.259115208
397	0.2591012966
398	0.2590242085
399	0.258988665
400	0.2588651184
401	0.2588434882
402	0.258781055
403	0.258771308
404	0.2587480818
405	0.2587350689
406	0.2586678929
407	0.2586060848
408	0.2585669058
409	0.2584744123
410	0.2584112903
411	0.2583634973
412	0.2583154454
413	0.2582927221
414	0.2581922488
415	0.2581571952
416	0.2581194739
417	0.2581100554
418	0.2581040575
419	0.2580802257
420	0.2579769034
421	0.2579298939
422	0.2579065056
423	0.2578786987
424	0.2578495434
425	0.2578222175
426	0.2577752017
427	0.2577137727
428	0.2576220358
429	0.2575898206
430	0.2575553114
431	0.2573417172
432	0.2573259651
433	0.2572816321
434	0.2572603345
435	0.2572326993
436	0.2571688186
437	0.2571338409
438	0.2571195604
439	0.2570848859
440	0.2570576412
441	0.2570035504
442	0.2569979673
443	0.2569148456
444	0.256842739
445	0.2567818057
446	0.2567580681
447	0.2566915969
448	0.2566395362
449	0.2566132628
450	0.2565614283
451	0.2565401496
452	0.2564782761
453	0.2564573355
454	0.2564106355
455	0.2563956972
456	0.2563713301
457	0.2563414042
458	0.2562718322
459	0.2562451673
460	0.2562013417
461	0.2561645951
462	0.2561504301
463	0.2561165719
464	0.2560452302
465	0.2560182977
466	0.2559635174
467	0.2559339934
468	0.2558878791
469	0.2558493895
470	0.2557901851
471	0.2557653864
472	0.2556979116
473	0.2556054466
474	0.2555586561
475	0.2555018552
476	0.2554689047
477	0.2554562018
478	0.2554360258
479	0.2554089184
480	0.2553821991
481	0.2553636795
482	0.2553538518
483	0.2552954014
484	0.2552888793
485	0.2552659946
486	0.2552246445
487	0.255191861
488	0.2551788282
489	0.2551586971
490	0.255097568
491	0.2550390975
492	0.2550048246
493	0.2549974496
494	0.2549906952
495	0.2549322005
496	0.2549048714
497	0.2548769337
498	0.254874252
499	0.254801046
